iter	RMSE
583	0.1539203203
584	0.153848143
585	0.1537402506
586	0.153613574
587	0.153458781
588	0.1532969304
589	0.1532037304
590	0.1530420403
591	0.1530372287
592	0.1528688166
593	0.1528576708
594	0.1526868026
595	0.1525269051
596	0.1524054231
597	0.1522844968
598	0.1521602941
599	0.152058473
600	0.1518839825
601	0.1518511834
602	0.1517423228
603	0.1516475628
604	0.1514855548
605	0.1513667635
606	0.1512731836
607	0.1511520082
608	0.1510020237
609	0.1509010953
610	0.1507085424
611	0.1506290329
612	0.1504990932
613	0.1503821815
614	0.1502700727
615	0.15021322
616	0.1500465824
617	0.1498346755
618	0.1497166415
619	0.1496346184
620	0.1495122337
621	0.1495069281
622	0.1494068842
623	0.1492442356
624	0.1490958489
625	0.1489717034
626	0.1488436428
627	0.148769842
628	0.1486455063
629	0.1485733712
630	0.1484415632
631	0.1482420539
632	0.1481614339
633	0.1480553049
634	0.1480528793
635	0.147968694
636	0.1479512707
637	0.1478572262
638	0.1476507107
639	0.1475098233
640	0.1474582652
641	0.1473394986
642	0.147257363
643	0.1470629524
644	0.1469330709
645	0.1468184139
646	0.1467705976
647	0.1466583174
648	0.1465360588
649	0.1464886055
650	0.1464274702
651	0.1463912943
652	0.1462031433
653	0.1460328937
654	0.1459293649
655	0.1457795588
656	0.1455633342
657	0.1454547357
658	0.1453191183
659	0.1452015165
660	0.1451264474
661	0.1450790607
662	0.1449766692
663	0.1449727317
664	0.1447708194
665	0.1446182901
666	0.1444908975
667	0.1444366012
668	0.1442867896
669	0.1442117887
670	0.1441067666
671	0.1440549773
672	0.1439093857
673	0.1438242589
674	0.1437752137
675	0.1435915994
676	0.1434197451
677	0.1432927357
678	0.1431736454
679	0.1430689196
680	0.142978265
681	0.1428082758
682	0.1426308707
683	0.1424693859
684	0.1424409425
685	0.1423381183
686	0.1422989997
687	0.142245452
688	0.1421250932
689	0.1420589668
690	0.1419604465
691	0.1418577883
692	0.1418499003
693	0.1417617399
694	0.1416628968
695	0.1415838921
696	0.1413947551
697	0.1412465657
698	0.1412064581
699	0.1411530401
700	0.1410190433
701	0.1409589876
702	0.1409259098
703	0.1408509905
704	0.1406775182
705	0.1404726421
706	0.1402952676
707	0.140293594
708	0.1401882445
709	0.1401024662
710	0.1400125256
711	0.139900659
712	0.1397685881
713	0.139653301
714	0.1395584235
715	0.1394584002
716	0.1393571085
717	0.1392063172
718	0.1390950291
719	0.1390333805
720	0.138861525
721	0.1388336557
722	0.1387256138
723	0.1386181407
724	0.1385400402
725	0.1384697662
726	0.1384189508
727	0.1382690033
728	0.1382090175
729	0.1381152763
730	0.1380126211
731	0.1379163999
732	0.137822496
733	0.137715501
734	0.1377073869
735	0.1375410319
736	0.1374358485
737	0.1373931319
738	0.1373391238
739	0.1372724268
740	0.1371414498
741	0.1370847368
742	0.1370070066
743	0.1368646536
744	0.1367398288
745	0.1365478042
746	0.1364744494
747	0.1364721488
748	0.1364076032
749	0.1363250653
750	0.1362548854
751	0.1362513049
752	0.1361460561
753	0.1360190692
754	0.1358940504
755	0.1358287239
756	0.135727697
757	0.1357002863
758	0.1356475728
759	0.1355654548
760	0.1354845551
761	0.1353074768
762	0.1352022378
763	0.1351968702
764	0.1350409554
765	0.1349975488
766	0.1349133437
767	0.134863276
768	0.1348606673
769	0.13475064
770	0.134656032
771	0.1345822701
772	0.1344569232
773	0.1343994656
774	0.1342652547
775	0.134137506
776	0.1340245297
777	0.1339471683
778	0.1338501261
779	0.1336948213
780	0.1335869188
781	0.133395173
782	0.1333904624
783	0.133363914
784	0.1332601411
785	0.1332002912
786	0.1331586006
787	0.1330807806
788	0.1330793256
789	0.1329423798
790	0.1328101405
791	0.1327631374
792	0.1327608512
793	0.1326249126
794	0.132506337
795	0.1323994199
796	0.1322734848
797	0.1321965067
798	0.1320946968
799	0.1320233283
800	0.131947049
801	0.131863129
802	0.1317879786
803	0.1317865164
804	0.1317358109
805	0.1316529785
806	0.1315384169
807	0.1314253053
808	0.1313426395
809	0.1312825211
810	0.1312358171
811	0.131145481
812	0.1310340369
813	0.1309665495
814	0.1307682561
815	0.1307364914
816	0.1306411703
817	0.1305287253
818	0.1304673373
819	0.1303769479
820	0.1303757993
821	0.1303735834
822	0.1302979312
823	0.1301712714
824	0.1300462642
825	0.1298964514
826	0.1297758919
827	0.1297069567
828	0.1296363894
829	0.1295789185
830	0.1295393225
831	0.1294705367
832	0.1294695769
833	0.1293703697
834	0.1292341057
835	0.1291101327
836	0.1290521493
837	0.1289962788
838	0.1288963533
839	0.1288512431
840	0.1287328223
841	0.1286364767
842	0.1285408817
843	0.1284709488
844	0.1282989014
845	0.1281685513
846	0.1280610118
847	0.1279881497
848	0.1279217109
849	0.1278739913
850	0.1278250096
851	0.1277416033
852	0.1276786479
853	0.1274895684
854	0.1274165939
855	0.1273414112
856	0.1272825209
857	0.1272120551
858	0.1271617853
859	0.127049251
860	0.1269262757
861	0.1268106526
862	0.1266698506
863	0.1266635765
864	0.1265333874
865	0.1264733847
866	0.1263847916
867	0.1263096881
868	0.1262388709
869	0.1261888922
870	0.1261187608
871	0.1260366511
872	0.1260354999
873	0.1259912367
874	0.1259900423
875	0.1259364361
876	0.1258616791
877	0.1257089246
878	0.1256395225
879	0.125600791
880	0.1255455549
881	0.1254040683
882	0.1253051215
883	0.1252111671
884	0.1250640011
885	0.1250400244
886	0.1249500397
887	0.1248504948
888	0.12478182
889	0.1247167049
890	0.1246694305
891	0.1246394626
892	0.1245306936
893	0.1244137031
894	0.1243668428
895	0.1242132605
896	0.1241196781
897	0.1241187819
898	0.1240179018
899	0.1239703197
900	0.1238746323
901	0.1238356359
902	0.1237419456
903	0.1236913401
904	0.1236141397
905	0.1235329805
906	0.1235321318
907	0.1234518017
908	0.1234103055
909	0.1233197955
910	0.1232106432
911	0.123166134
912	0.1230570599
913	0.1229289553
914	0.1228496453
915	0.1227930096
916	0.1227043635
917	0.1226401644
918	0.1224907769
919	0.1224896014
920	0.1223832459
921	0.1223017973
922	0.1222185544
923	0.1221188314
924	0.1219635335
925	0.1218710799
926	0.1218153131
927	0.1217152513
928	0.1216088326
929	0.1214754764
930	0.1213951564
931	0.1213085292
932	0.1213073083
933	0.1211866809
934	0.1211298546
935	0.1210464996
936	0.1209883432
937	0.1208742055
938	0.1208282061
939	0.1207833712
940	0.1206788197
941	0.1205533195
942	0.1204884889
943	0.1203910158
944	0.1202823639
945	0.1201655514
946	0.120118789
947	0.1200567112
948	0.1199914392
949	0.1199742839
950	0.1198932477
951	0.1198851406
952	0.1197781269
953	0.1197249609
954	0.1196046102
955	0.1195346239
956	0.1194921775
957	0.1194336776
958	0.119391668
959	0.1193052925
960	0.1192388436
961	0.1191470617
962	0.1191076394
963	0.1190443106
964	0.1189023992
965	0.1188277892
966	0.1187131256
967	0.1186625496
968	0.1185966606
969	0.118473348
970	0.1184292438
971	0.1183975972
972	0.1182992472
973	0.1182978046
974	0.1181657163
975	0.1181126137
976	0.1180313174
977	0.1179820319
978	0.1179118132
979	0.1178858901
980	0.1178159053
981	0.1177391423
982	0.1176897583
983	0.1176507516
984	0.1175760931
985	0.11751026
986	0.117370182
987	0.1173005771
988	0.1172583396
989	0.1172117265
990	0.1171675716
991	0.1170410471
992	0.116948161
993	0.1169103154
994	0.1168602008
995	0.1167436353
996	0.1167048721
997	0.1166262094
998	0.1165264045
999	0.1165224875
